3: nitrous oxide: V/L sat. T=183.0000000 to 308.0000000 K

, , Liquid, Vapor, Liquid, Vapor, Liquid, Vapor, Liquid, Vapor, Liquid, Vapor, Liquid, Vapor, Liquid, Vapor, Liquid, Vapor, Liquid, Vapor, , , Liquid, Vapor, Liquid, Vapor, Liquid, Vapor
248.0000000, 1542085.282, 1019.775737, 40.08608474, 113069.3283, 361139.2195, 114581.5091, 399608.5610, 526.0909106, 1675.393539, 903.7054642, 815.7082125, 1953.140274, 1290.116584, 2.161257568, 1.581590774, 734.4173981, 218.5273791, 0.03227729631, 0.8211229371, 285027.0519, 44.01288000, 0.1266565314, 0.01185565949, 0.0001511682378, 0.00001027441005, 0.004117771083, 0.007959605360
249.0000000, 1590587.599, 1015.753549, 41.37230378, 114971.3701, 361281.4874, 116537.2889, 399727.1975, 533.7694795, 1671.078349, 903.5702461, 819.2420965, 1961.333221, 1302.741680, 2.170648302, 1.590179125, 727.7187647, 218.3266748, 0.03329009306, 0.8173228727, 283189.9086, 44.01288000, 0.1256126304, 0.01198130221, 0.0001490828691, 0.00001033847408, 0.004172781697, 0.008048493586
250.0000000, 1640192.167, 1011.700540, 42.69315087, 116879.2490, 361414.9290, 118500.4720, 399833.0858, 541.4418258, 1666.772281, 903.4526858, 822.7870821, 1969.796289, 1315.714438, 2.180298227, 1.599094671, 721.0066776, 218.1151190, 0.03432794895, 0.8134701650, 281332.6138, 44.01288000, 0.1245707941, 0.01211035232, 0.0001470276849, 0.00001040332724, 0.004229579997, 0.008140906629
251.0000000, 1690913.881, 1007.615890, 44.04956512, 118793.1245, 361539.3070, 120471.2579, 399925.9262, 549.1086901, 1662.473903, 903.3531013, 826.3439577, 1978.541860, 1329.053214, 2.190219813, 1.608353522, 714.2804155, 217.8926215, 0.03539141062, 0.8095641263, 279454.6683, 44.01288000, 0.1235309859, 0.01224295894, 0.0001450017506, 0.00001046899899, 0.004288255032, 0.008237014180
252.0000000, 1742767.716, 1003.498746, 45.44252410, 120713.1623, 361654.3746, 122449.8538, 400005.4070, 556.7708320, 1658.181758, 903.2718425, 829.9135581, 1987.583177, 1342.777647, 2.200426364, 1.617972901, 707.5392210, 217.6590897, 0.03648104281, 0.8056040331, 277555.5532, 44.01288000, 0.1224931678, 0.01237927917, 0.0001430041544, 0.00001053552029, 0.004348902079, 0.008336997824
253.0000000, 1795768.726, 999.3482153, 46.87304630, 122639.5350, 361759.8741, 124436.4749, 400071.2037, 564.4290316, 1653.894363, 903.2092931, 833.4967666, 1996.934411, 1356.908767, 2.210932091, 1.627971243, 700.7822974, 217.4144286, 0.03759742955, 0.8015891239, 275634.7288, 44.01288000, 0.1214573013, 0.01251947862, 0.0001410340068, 0.00001060292381, 0.004411623196, 0.008441052076
254.0000000, 1849932.053, 995.1633677, 48.34219377, 124572.4221, 361855.5369, 126431.3450, 400122.9780, 572.0840914, 1649.610205, 903.1658735, 837.0945168, 2006.610753, 1371.469123, 2.221752185, 1.638368302, 694.0088066, 217.1585406, 0.03874117532, 0.7975185959, 273691.6329, 44.01288000, 0.1204233462, 0.01304228501, 0.0001390904390, 0.00001072584997, 0.004476527842, 0.008549385528
255.0000000, 1905272.924, 990.9432289, 49.85107503, 126512.0109, 361941.0824, 128434.6972, 400160.3770, 579.7368379, 1645.327739, 903.1420435, 840.7077950, 2016.628500, 1386.482912, 2.232902913, 1.649185270, 687.2178664, 216.8913254, 0.03991290639, 0.7933916029, 271725.6798, 44.01288000, 0.1193912616, 0.01318920425, 0.0001371726024, 0.00001079789784, 0.004543733568, 0.008662222129
256.0000000, 1961806.664, 986.6867791, 51.40084817, 128458.4971, 362016.2174, 130446.7741, 400183.0324, 587.3881234, 1641.045382, 903.1383056, 844.3376422, 2027.005161, 1401.976139, 2.244401714, 1.660444908, 680.4085472, 216.6126797, 0.04111327221, 0.7892072521, 269736.2583, 44.01288000, 0.1183610050, 0.01334107521, 0.0001352796671, 0.00001087106940, 0.004613366784, 0.008779802601
257.0000000, 2019548.693, 982.3929502, 52.99272425, 130412.0849, 362080.6354, 132467.8292, 400190.5594, 595.0388289, 1636.761514, 903.1552082, 847.9851574, 2037.759568, 1417.976781, 2.256267305, 1.672171699, 673.5798691, 216.3224972, 0.04234294700, 0.7849646005, 267722.7302, 44.01288000, 0.1173325328, 0.01349805910, 0.0001334108212, 0.00001094541186, 0.004685563612, 0.008902386017
258.0000000, 2078514.536, 978.0606214, 54.62797100, 132372.9881, 362134.0152, 134498.1268, 400182.5552, 602.6898654, 1632.474471, 903.1933493, 851.6514999, 2048.912004, 1434.514977, 2.268519808, 1.684392005, 666.7307989, 216.0206682, 0.04360263135, 0.7806626519, 265684.4284, 44.01288000, 0.1163057999, 0.01366033417, 0.0001315652695, 0.00001102097487, 0.004760470845, 0.009030251566
259.0000000, 2138719.826, 973.6886160, 56.30791685, 134341.4305, 362176.0205, 136537.9436, 400158.5982, 610.3421773, 1628.182542, 903.2533810, 855.3378932, 2060.484344, 1451.623241, 2.281180882, 1.697134259, 659.8602456, 215.7070798, 0.04489305408, 0.7763003524, 263620.6546, 44.01288000, 0.1152807598, 0.01382809028, 0.0001297422328, 0.00001109781119, 0.004838247020, 0.009163700521
260.0000000, 2200180.312, 969.2756967, 58.03395531, 136317.6471, 362206.2983, 138587.5692, 400118.2466, 617.9967448, 1623.883966, 903.3360136, 859.0456279, 2072.500218, 1469.336696, 2.294273877, 1.710429165, 652.9670576, 215.3816153, 0.04621497423, 0.7718765869, 261530.6775, 44.01288000, 0.1142573644, 0.01400153630, 0.0001279409467, 0.00001117597634, 0.004919063624, 0.009303058450
261.0000000, 2262911.862, 964.8205613, 59.80754976, 138301.8843, 362224.4781, 140647.3068, 400061.0367, 625.6545869, 1619.576924, 903.4420210, 862.7760662, 2084.985185, 1487.693341, 2.307824007, 1.724309933, 646.0500180, 215.0441543, 0.04756918319, 0.7673901741, 259413.7299, 44.01288000, 0.1132355640, 0.01418089778, 0.0001261606602, 0.00001125552906, 0.005003106442, 0.009448677693
262.0000000, 2326930.476, 960.3218376, 61.63023878, 140294.4015, 362230.1703, 142717.4751, 399986.4815, 633.3167648, 1615.259537, 903.5722460, 866.5306461, 2097.966935, 1506.734352, 2.321858539, 1.738812538, 639.1078399, 214.6945722, 0.04895650705, 0.7628398615, 257269.0064, 44.01288000, 0.1122153071, 0.01436641856, 0.0001244006354, 0.00001133653148, 0.005090577097, 0.009600940155
263.0000000, 2392252.288, 955.7780776, 63.50364186, 142295.4716, 362222.9648, 144798.4085, 399894.0686, 640.9843858, 1610.929862, 903.7276070, 870.3108861, 2111.475518, 1526.504419, 2.336407013, 1.753976014, 632.1391625, 214.3327403, 0.05037780925, 0.7582243201, 255095.6601, 44.01288000, 0.1111965405, 0.01455836177, 0.0001226601455, 0.00001141904947, 0.005181694770, 0.009760260455
264.0000000, 2458893.575, 951.1877515, 65.42946580, 144305.3822, 362202.4297, 146890.4592, 399783.2589, 648.6586067, 1606.585878, 903.9091039, 874.1183910, 2125.543601, 1547.052128, 2.351501486, 1.769842785, 625.1425452, 213.9585252, 0.05183399335, 0.7535421386, 252892.7997, 44.01288000, 0.1101792047, 0.01475701104, 0.0001209384664, 0.00001150315292, 0.005276698166, 0.009927089486
265.0000000, 2526870.770, 946.5492409, 67.40951167, 146324.4373, 362168.1094, 148993.9981, 399653.4836, 656.3406389, 1602.225490, 904.1178269, 877.9548571, 2140.206754, 1568.430395, 2.367176811, 1.786459044, 618.1164623, 213.5717888, 0.05332600619, 0.7487918164, 250659.4855, 44.01288000, 0.1091632510, 0.01496267180, 0.0001192349058, 0.00001158891620, 0.005375847738, 0.01010191846
266.0000000, 2596200.467, 941.8608312, 69.44568260, 148352.9580, 362119.5224, 151109.4166, 399504.1426, 664.0317529, 1597.846512, 904.3549641, 881.8220795, 2155.503788, 1590.696960, 2.383470953, 1.803875177, 611.0592973, 213.1723879, 0.05485484134, 0.7439717564, 248394.7260, 44.01288000, 0.1081486165, 0.01517567298, 0.0001175487579, 0.00001167641856, 0.005479428234, 0.01028528348
267.0000000, 2666899.434, 937.1207033, 71.53999229, 150391.2843, 362056.1597, 153237.1284, 399334.6014, 671.7332839, 1593.446666, 904.6218112, 885.7219590, 2171.477127, 1613.914948, 2.400425349, 1.822146252, 603.9693358, 212.7601740, 0.05642154287, 0.7390802576, 246097.4730, 44.01288000, 0.1071352401, 0.01539636887, 0.0001158793303, 0.00001176574469, 0.005587751592, 0.01047777082
268.0000000, 2738984.625, 932.3269242, 73.69457455, 152439.7771, 361977.4819, 155377.5713, 399144.1885, 679.4466377, 1589.023567, 904.9197823, 889.6565101, 2188.173243, 1638.153514, 2.418085322, 1.841332577, 596.8447592, 212.3349928, 0.05802720960, 0.7341155056, 243766.6172, 44.01288000, 0.1061230586, 0.01562514141, 0.0001142259364, 0.00001185698524, 0.005701160280, 0.01068002287
269.0000000, 2812473.189, 927.4774369, 75.91169380, 154498.8195, 361882.9172, 157531.2094, 398932.1918, 687.1732976, 1584.574719, 905.2504214, 893.6278704, 2205.643151, 1663.488582, 2.436500551, 1.861500338, 589.6836367, 211.8966841, 0.05967299979, 0.7290755629, 241400.9824, 44.01288000, 0.1051120067, 0.01586240280, 0.0001125878932, 0.00001195023746, 0.005820031119, 0.01089274502
270.0000000, 2887382.487, 922.5700483, 78.19375691, 156568.8192, 361771.8577, 159698.5355, 398697.8554, 694.9148315, 1580.097498, 905.6154160, 897.6383103, 2223.942977, 1690.003694, 2.455725618, 1.882722334, 582.4839168, 211.4450811, 0.06136013629, 0.7239583586, 238999.3200, 44.01288000, 0.1041020170, 0.01610859961, 0.0001109645202, 0.00001204560594, 0.005944779707, 0.01111671357
271.0000000, 2963730.105, 917.6024169, 80.54332626, 158650.2109, 361643.6570, 161880.0739, 398440.3756, 702.6729008, 1575.589143, 906.0166116, 901.6902444, 2243.134622, 1717.790991, 2.475820635, 1.905078825, 575.2434188, 210.9800103, 0.06308991243, 0.7187616755, 236560.3017, 44.01288000, 0.1030930198, 0.01636421202, 0.0001093551379, 0.00001214320300, 0.006075865540, 0.01135278486
272.0000000, 3041533.869, 912.5720377, 82.96313457, 160743.4586, 361497.6260, 164076.3833, 398158.8959, 710.4492694, 1571.046742, 906.4560289, 905.7862438, 2263.286522, 1746.952353, 2.496851970, 1.928658516, 567.9598224, 210.5012909, 0.06486369848, 0.7134831369, 234082.5126, 44.01288000, 0.1020849434, 0.01662976362, 0.0001077590657, 0.00001224315003, 0.006213797963, 0.01160190587
273.0000000, 3120811.865, 907.4762261, 85.45610141, 162849.0592, 361333.0289, 166288.0604, 397852.5028, 718.2458145, 1566.467215, 906.9358829, 909.9290503, 2284.474537, 1777.600721, 2.518893099, 1.953559698, 560.6306573, 210.0087344, 0.06668294899, 0.7081201914, 231564.4423, 44.01288000, 0.1010777142, 0.01690582210, 0.0001061756203, 0.00001234557807, 0.006359143114, 0.01186512646
274.0000000, 3201582.456, 902.3120990, 88.02535192, 164967.5450, 361149.0785, 168515.7435, 397520.2191, 726.0645384, 1561.847296, 907.4586038, 914.1215924, 2306.782995, 1809.861645, 2.542025593, 1.979891581, 553.2532906, 209.5021439, 0.06854921100, 0.7026700958, 229004.4756, 44.01288000, 0.1000712569, 0.01719300505, 0.0001046041134, 0.00001245062893, 0.006512532062, 0.01214361384
275.0000000, 3283864.302, 897.0765545, 90.67423787, 167099.4881, 360944.9313, 170760.1169, 397160.9987, 733.9075821, 1557.183516, 908.0268624, 918.3670024, 2330.305909, 1843.875098, 2.566340276, 2.007775860, 545.8249144, 208.9813138, 0.07046413339, 0.6971298958, 226400.8817, 44.01288000, 0.09906549431, 0.01749198568, 0.0001030438493, 0.00001255845632, 0.006674670380, 0.01243866934
276.0000000, 3367676.386, 891.7662471, 93.40636174, 169245.5045, 360719.6815, 173021.9161, 396773.7181, 741.7772409, 1552.472176, 908.6435976, 922.6686372, 2355.148411, 1879.797612, 2.591938596, 2.037348552, 538.3425307, 208.4460289, 0.07242947741, 0.6914964039, 223751.8020, 44.01288000, 0.09806034852, 0.01780349922, 0.0001014941228, 0.00001266922721, 0.006846349459, 0.01275174832
277.0000000, 3453038.034, 886.3775609, 96.22560392, 171406.2590, 360472.3537, 175301.9330, 396357.1691, 749.6759816, 1547.709325, 909.3120483, 927.0301005, 2381.428462, 1917.804808, 2.618934244, 2.068762176, 530.8029351, 207.8960637, 0.07444712869, 0.6857661751, 221055.2361, 44.01288000, 0.09705574075, 0.01812835033, 0.00009995421555, 0.00001278312334, 0.007028459949, 0.01308448363
278.0000000, 3539968.948, 880.9065784, 99.13615403, 173582.4707, 360201.8960, 177601.0228, 395910.0489, 757.6064632, 1542.890730, 910.0357906, 931.4552687, 2409.278874, 1958.094402, 2.647455076, 2.102188336, 523.2026993, 207.3311820, 0.07651911103, 0.6799354781, 218309.0262, 44.01288000, 0.09605159234, 0.01846742159, 0.00009842339345, 0.00001290034296, 0.007222007794, 0.01343871355
279.0000000, 3628489.232, 875.3490444, 102.1425467, 175774.9199, 359907.1708, 179920.1112, 395430.9496, 765.5715593, 1538.011840, 910.8187800, 935.9483202, 2438.849737, 2000.889801, 2.677645422, 2.137820816, 515.5381502, 206.7511352, 0.07864760212, 0.6740002631, 215510.8384, 44.01288000, 0.09504782564, 0.01882168332, 0.00009690090256, 0.00001302110290, 0.007428133478, 0.01381651517
280.0000000, 3718619.429, 869.7003242, 105.2497030, 177984.4550, 359586.9446, 182260.2030, 394918.3452, 773.5743856, 1533.067751, 911.6654005, 940.5137690, 2470.311337, 2046.444429, 2.709668850, 2.175879287, 507.8053476, 206.1556621, 0.08083495173, 0.6679561246, 212658.1422, 44.01288000, 0.09404436527, 0.01919220500, 0.00009538596496, 0.00001314564084, 0.007648135251, 0.01422024455
281.0000000, 3810380.554, 863.9553556, 108.4629781, 180212.0016, 359239.8761, 184622.3922, 394370.5780, 781.6183307, 1528.053156, 912.5805219, 945.1565032, 2503.857692, 2095.046947, 2.743711522, 2.216613799, 500.0000586, 205.5444874, 0.08308370281, 0.6617982582, 209748.1858, 44.01288000, 0.09304113978, 0.01958016860, 0.00009387777380, 0.00001327421814, 0.007883497321, 0.01465258519
282.0000000, 3903794.139, 858.1085929, 111.7882174, 182458.5723, 358864.5030, 187007.8732, 393785.8411, 789.7070924, 1522.962298, 913.5695667, 949.8818290, 2539.710855, 2147.027618, 2.779986273, 2.260310233, 492.1177279, 204.9173202, 0.08539661595, 0.6555214106, 206777.9679, 44.01288000, 0.09203808393, 0.01998688430, 0.00009237548762, 0.00001340712301, 0.008135924313, 0.01511660708
283.0000000, 3998882.278, 852.1539401, 115.2318211, 184725.2789, 358459.2255, 189417.9548, 393162.1594, 797.8447203, 1517.788906, 914.6385884, 954.6955224, 2578.126194, 2202.766093, 2.818737616, 2.307296978, 484.1534451, 204.2738525, 0.08777669811, 0.6491198214, 203744.2046, 44.01288000, 0.09103514161, 0.02041380903, 0.00009087822369, 0.00001354467428, 0.008407383655, 0.01561583900
284.0000000, 4095667.680, 846.0846739, 118.8008216, 187013.3459, 358022.2878, 191854.0762, 392497.3666, 806.0356660, 1512.526125, 915.7943646, 959.6038882, 2619.398925, 2262.701024, 2.860247918, 2.357953164, 476.1019064, 203.6137579, 0.09022723638, 0.6425871544, 200643.2904, 44.01288000, 0.09003226983, 0.02086256850, 0.00008938505017, 0.00001368722593, 0.008700158117, 0.01615435762
285.0000000, 4194173.723, 839.8933509, 122.5029736, 189324.1277, 357551.7559, 194317.8256, 391789.0777, 814.2848426, 1507.166429, 917.0445068, 964.6138299, 2663.872234, 2327.342009, 2.904845092, 2.412718890, 467.9573708, 202.9366888, 0.09275183800, 0.6359164169, 197471.2521, 44.01288000, 0.08902944401, 0.02133498366, 0.00008789497691, 0.00001383517240, 0.009016911454, 0.01673689844
286.0000000, 4294424.524, 833.5716975, 126.3468628, 191659.1276, 357045.4910, 196810.9634, 391034.6573, 822.5976961, 1501.701521, 918.3975927, 969.7329310, 2711.947495, 2397.284572, 2.952912243, 2.472108036, 459.7136091, 202.2422742, 0.09535447805, 0.6290998637, 194223.6939, 44.01288000, 0.08802666504, 0.02183310263, 0.00008640694440, 0.00001398895498, 0.009360771099, 0.01736899460
287.0000000, 4396445.012, 827.1104775, 130.3420351, 194020.0223, 356501.1179, 199335.4489, 390231.1806, 830.9802910, 1496.122213, 919.8633246, 974.9695511, 2764.097209, 2473.229101, 3.004899897, 2.536724452, 451.3638441, 201.5301169, 0.09803955677, 0.6221288821, 190895.7317, 44.01288000, 0.08702396888, 0.02235923949, 0.00008491981056, 0.00001414906955, 0.009735433329, 0.01805715266
288.0000000, 4500261.012, 820.4993312, 134.4991540, 196408.6906, 355915.9870, 201893.4739, 389375.3871, 839.4394144, 1490.418280, 921.4527220, 980.3329407, 2820.881576, 2556.005046, 3.061341628, 2.607282628, 442.9006813, 200.7997896, 0.1008119689, 0.6149938536, 187481.9132, 44.01288000, 0.08602143944, 0.02291602194, 0.00008343233482, 0.00001431607598, 0.01014529832, 0.01880907688
289.0000000, 4605899.342, 813.7265796, 138.8301910, 198827.2482, 355287.1274, 204487.5024, 388463.6239, 847.9827029, 1484.578279, 923.1783571, 985.8333772, 2882.969942, 2646.602137, 3.122874274, 2.684634339, 434.3160250, 200.0508307, 0.1036771882, 0.6076839853, 183976.1215, 44.01288000, 0.08501922624, 0.02350645032, 0.00008194315862, 0.00001449060962, 0.01059564548, 0.01963395871
290.0000000, 4713387.927, 806.7789823, 143.3486608, 201278.0915, 354611.1906, 207120.3210, 387491.7763, 856.6187992, 1478.589335, 925.0546452, 991.4823300, 2951.168866, 2746.211137, 3.190264361, 2.769803408, 425.6009801, 199.2827391, 0.1066413720, 0.6001871042, 180371.4553, 44.01288000, 0.08401756860, 0.02413397157, 0.00008045078150, 0.00001467339557, 0.01109286379, 0.02054285462
291.0000000, 4822755.926, 799.6414368, 148.0699129, 203763.9519, 353884.3788, 209795.1000, 386455.1815, 865.3575481, 1472.436866, 927.0982060, 997.2926601, 3026.459360, 2856.277717, 3.264443120, 2.864031624, 416.7457320, 198.4949672, 0.1097114907, 0.5924894014, 176660.0816, 44.01288000, 0.08301682918, 0.02480257276, 0.00007895353127, 0.00001486526646, 0.01164475823, 0.02154918550
292.0000000, 4934033.887, 792.2965993, 153.0114979, 206287.9632, 353102.3573, 212515.4718, 385348.5215, 874.2102421, 1466.104248, 929.3283194, 1003.278865, 3110.046956, 2978.574657, 3.346553518, 2.968840231, 407.7394011, 197.6869130, 0.1128954911, 0.5845751132, 172833.0496, 44.01288000, 0.08201754094, 0.02551690114, 0.00007744952663, 0.00001506718497, 0.01226096347, 0.02266940583
293.0000000, 5047253.920, 784.7244031, 158.1936316, 208853.7493, 352260.1415, 215285.6302, 384165.6858, 883.1899361, 1459.572378, 931.7675043, 1009.457381, 3203.430112, 3115.300082, 3.438014416, 3.086113532, 398.5698638, 196.8579094, 0.1162025043, 0.5764261174, 168880.0556, 44.01288000, 0.08102047358, 0.02628242016, 0.00007593662949, 0.00001528027256, 0.01295351084, 0.02392391411
294.0000000, 5162449.914, 776.9014356, 163.6397941, 211465.5352, 351351.9533, 218110.4578, 382899.5970, 892.3118524, 1452.819128, 934.4422665, 1015.846960, 3308.495278, 3269.213413, 3.540609620, 3.218214496, 389.2235288, 196.0072110, 0.1196431144, 0.5680214147, 164789.1392, 44.01288000, 0.08002672881, 0.02710561537, 0.00007441238348, 0.00001550584673, 0.01373761932, 0.02533831269
295.0000000, 5279657.792, 768.8001233, 169.3775100, 214128.2947, 350371.0330, 220995.6945, 381541.9824, 901.5939137, 1445.818619, 937.3840758, 1022.469152, 3427.651603, 3443.827084, 3.656613859, 3.368147662, 379.6850556, 195.1339764, 0.1232297100, 0.5593364563, 160546.2880, 44.01288000, 0.07903787896, 0.02799427094, 0.00007287393334, 0.00001574547004, 0.01463282038, 0.02694518412
296.0000000, 5398915.813, 760.3876466, 175.4393862, 216847.9455, 349309.3910, 223948.1606, 380083.0726, 911.0574531, 1438.540264, 940.6306664, 1029.348912, 3564.025979, 3643.682678, 3.788974893, 3.539793588, 369.9369926, 194.2372456, 0.1269769539, 0.5503422534, 156134.9120, 44.01288000, 0.07805617163, 0.02895784813, 0.00007131791762, 0.00001600101563, 0.01566459301, 0.02878664943
297.0000000, 5520264.959, 751.6244672, 181.8645139, 219631.6153, 348157.4717, 226976.0609, 378511.1941, 920.7281797, 1430.947484, 944.2277964, 1036.515399, 3721.752497, 3874.758320, 3.941583283, 3.738254468, 359.9593060, 193.3159092, 0.1309024206, 0.5410041799, 151535.1332, 44.01288000, 0.07708483729, 0.03000801434, 0.00006974032278, 0.00001627475657, 0.01686679972, 0.03091814227
298.0000000, 5643749.400, 742.4622865, 188.7004066, 222488.0103, 346903.6924, 230089.4057, 376812.2098, 930.6375201, 1422.995923, 948.2316794, 1044.003028, 3906.414230, 4145.086426, 4.119683317, 3.970377783, 349.7287529, 192.3686669, 0.1350274828, 0.5312803264, 146722.8041, 44.01288000, 0.07612855951, 0.03115940154, 0.00006813628085, 0.00001656949033, 0.01828541960, 0.03341413106
299.0000000, 5769417.097, 732.8411450, 196.0057447, 225427.9402, 345533.7900, 233300.6110, 374968.7288, 940.8245294, 1414.630944, 952.7124278, 1051.852887, 4125.739715, 4465.720494, 4.330519467, 4.245575165, 339.2180291, 191.3939699, 0.1393785740, 0.5211191841, 141668.1178, 44.01288000, 0.07519420763, 0.03243072413, 0.00006649978169, 0.00001688871652, 0.01998445828, 0.03637707366
300.0000000, 5897320.569, 722.6851801, 203.8543733, 228465.0865, 344029.8753, 236625.3764, 372958.9606, 951.3386934, 1405.783974, 957.7590613, 1060.114688, 4390.743303, 4852.305010, 4.584392339, 4.577151006, 328.3945796, 190.3899395, 0.1439890429, 0.5104562915, 136333.5843, 44.01288000, 0.07429199985, 0.03384648094, 0.00006482325175, 0.00001723689802, 0.02205566651, 0.03995195722
301.0000000, 6027517.912, 711.8962091, 212.3413276, 231617.1677, 342369.0104, 240084.0170, 370754.9962, 962.2441817, 1396.367036, 963.4870385, 1068.849517, 4717.677723, 5327.738439, 4.896462054, 4.984554283, 317.2188856, 189.3542481, 0.1489019709, 0.4992092205, 130670.9792, 44.01288000, 0.07343738478, 0.03543965764, 0.00006309691653, 0.00001761985973, 0.02463525588, 0.04435095960
302.0000000, 6160074.172, 700.3436161, 221.5922863, 234907.7787, 340520.9892, 243703.5669, 368320.1255, 973.6265729, 1386.264184, 970.0500314, 1078.133830, 5131.562264, 5926.933703, 5.289997524, 5.497400727, 305.6419032, 188.2839433, 0.1541746378, 0.4872697743, 124616.5586, 44.01288000, 0.07265414771, 0.03725619634, 0.00006130779593, 0.00001804541772, 0.02793424613, 0.04989753261
303.0000000, 6295063.265, 687.8476026, 231.7791548, 238369.4456, 338444.6946, 247521.2740, 365604.4419, 985.6040388, 1375.317464, 977.6592321, 1088.065452, 5672.993707, 6705.894251, 5.802628892, 6.163134983, 293.6010571, 187.1751748, 0.1598859697, 0.4744912503, 118083.1679, 44.01288000, 0.07197966822, 0.03936286883, 0.00005943804097, 0.00001852443173, 0.03229733858, 0.05711044292
304.0000000, 6432570.756, 674.1496617, 243.1473871, 242049.0274, 336081.7480, 251590.7822, 362537.1866, 998.3471543, 1363.302432, 986.6169560, 1098.772949, 6412.435999, 7760.479110, 6.499417996, 7.062859637, 281.0136002, 186.0227575, 0.1661497836, 0.4606663545, 110946.4044, 44.01288000, 0.07147419412, 0.04186213481, 0.00005746200501, 0.00001907267178, 0.03832708203, 0.06687751916
305.0000000, 6572698.075, 658.8561593, 256.0678684, 246018.0771, 333344.5269, 255993.9998, 359012.3239, 1012.116963, 1349.881961, 997.3797925, 1110.430970, 7483.637053, 9269.520320, 7.503297249, 8.347678123, 267.7647661, 184.8194440, 0.1731403718, 0.4454858047, 103018.3241, 44.01288000, 0.07123862480, 0.04492295877, 0.00005534065900, 0.00001971441266, 0.04717585843, 0.08085485690
306.0000000, 6715569.310, 641.3181357, 271.1466192, 250395.0224, 330091.0194, 260866.5325, 354858.3181, 1027.346640, 1334.509338, 1010.690196, 1123.286670, 9174.263831, 11609.25442, 9.077226502, 10.33507718, 253.6844159, 183.5546642, 0.1811477735, 0.4284521516, 93991.78560, 44.01288000, 0.07145484095, 0.04885339663, 0.00005300973372, 0.00002049015539, 0.06134260872, 0.1025262288
307.0000000, 6861343.012, 620.3318695, 289.4955263, 255400.7738, 326063.3428, 266461.5356, 349764.3758, 1044.846727, 1316.191484, 1027.894266, 1137.707143, 12231.47434, 15728.44075, 11.89954526, 13.82468313, 238.4940043, 182.2123598, 0.1907180399, 0.4086711797, 83302.84026, 44.01288000, 0.07250655842, 0.05430638890, 0.00005035034175, 0.00002147603644, 0.08737696202, 0.1406757168
308.0000000, 7010234.841, 593.1812076, 313.5873712, 261538.2033, 320695.8919, 273356.2358, 343050.8573, 1066.469679, 1292.750917, 1051.910666, 1154.257977, 19340.71067, 24893.70646, 18.38626730, 21.56684810, 221.6561389, 180.7685800, 0.2031138692, 0.3842097650, 69694.62149, 44.01288000, 0.07551267856, 0.06306981571, 0.00004709589160, 0.00002284654507, 0.1490679463, 0.2255435166


